id,n_crop,n_disease,n_medicine
257-3,[],"['灰霉病', '菌核病']","['腐霉利', '异菌脲', '啶酰菌胺', '嘧菌环胺', '嘧霉胺']"
258-1,[],['高温灼伤'],['微生物菌剂']
258-3,[],['高温灼伤'],['微生物菌剂']
259-1,[],[],[]
259-2,[],[],['速乐硼']
259-3,[],"['畸形果', '水肥不均', '缺乏硼']","['氮肥', '磷酸二氢钾', '速乐硼', '糖醇钙']"
260-1,[],"['夜蛾类', '害虫']","['茚虫威', '苏云金杆菌', '氟啶脲']"
260-2,[],[],"['氯虫苯甲酰胺', '虫酰肼', '氟虫双酰胺', '茚虫威', '酰胺']"
260-3,[],"['夜蛾类', '害虫']","['茚虫威', '苏云金杆菌', '氟啶脲']"
261-1,[],['枯草芽孢杆菌'],"['生根剂', '氨基酸']"
261-2,[],[],"['氨基酸', '十芸苔素']"
261-3,[],['枯草芽孢杆菌'],"['生根剂', '氨基酸']"
262-1,[],['疫病'],"['烯酰吗啉', '霜霉威']"
262-2,[],['根系受损'],[]
262-3,[],['疫病'],"['烯酰吗啉', '霜霉威']"
263-1,[],['用药不当'],['碧护']
263-2,[],"['肥害', '炭疽病']",['微生物菌剂']
263-3,[],"['肥害', '炭疽病']",['微生物菌剂']
264-1,[],"['根系发育不良', '枯草芽孢杆菌']",[]
264-2,[],['白粉病'],['绿妃']
264-3,[],"['根系发育不良', '枯草芽孢杆菌']",[]
265-1,[],['根腐病'],['氨基酸叶面肥']
265-2,[],['枯草芽孢杆菌'],"['氨基酸', '磷酸二氢钾']"
265-3,[],['根腐病'],['氨基酸叶面肥']
266-1,[],['缺硼'],"['磷酸二氢钾', '速乐硼']"
266-2,[],['紫斑病'],['钾肥']
266-3,[],['缺硼'],"['磷酸二氢钾', '速乐硼']"
267-1,['辣椒'],['炭疽病'],"['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '吡唑嘧菌酯']"
267-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
267-3,['辣椒'],['炭疽病'],"['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '吡唑嘧菌酯']"
268-1,[],['炭疽病'],['咪鲜胺']
268-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
268-3,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
269-1,[],"['炭疽病', '脐腐病']","['苯甲溴菌腈', '螯合钙']"
269-2,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
269-3,[],"['炭疽病', '脐腐病']","['苯甲溴菌腈', '螯合钙']"
270-1,[],['白粉虱'],"['阿维菌素', '烯啶虫胺', '吡蚜酮', '联苯菊酯']"
270-2,[],['白粉虱'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
270-3,[],['白粉虱'],"['阿维菌素', '烯啶虫胺', '吡蚜酮', '联苯菊酯']"
271-1,[],[],"['阿维菌素', '灭蝇胺']"
271-2,[],[],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
271-3,[],[],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
272-1,[],"['气害', '；病害表现', '灼伤受害']","['碧护', '磷酸二氢钾', '芸苔素内酯']"
272-2,[],['蓟马'],[]
272-3,[],"['气害', '；病害表现', '灼伤受害']","['碧护', '磷酸二氢钾', '芸苔素内酯']"
273-1,[],"['蓟马', '白粉虱']","['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
273-2,[],['病毒病'],"['宁南霉素', '氨基寡糖素', '盐酸吗啉胍']"
273-3,[],"['蓟马', '白粉虱']","['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
274-1,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
274-2,[],[],"['乙蒜素', '可杀得', '噻唑锌']"
274-3,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
275-1,[],[],"['氨基酸', '十芸苔素', '碧护']"
276-1,[],['细菌性病害'],"['生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
276-2,[],['肥害'],['微生物菌剂']
277-1,[],"['畸形果', '缺硼', '畸形果', '激素过量', '畸形果', '少量畸形果']",[]
277-2,[],"['畸形果', '水肥不均', '缺乏硼']","['氮肥', '磷酸二氢钾', '速乐硼', '糖醇钙']"
278-1,[],[],"['碧护', '氨基酸']"
278-2,[],['肥害'],['微生物菌剂']
279-1,[],['枯草芽孢杆菌'],"['恶霉灵', '氨基酸二氢钾']"
279-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
280-1,[],"['根系发育不良', '枯草芽孢杆菌']",[]
281-1,[],['褐斑病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '戊唑醇']"
281-2,[],[],"['脱肥', '生物菌肥', '芸苔素内酯']"
282-1,[],['枯草芽孢杆菌'],"['碧护', '磷酸二氢钾']"
283-1,[],"['茎基腐病', '枯草芽孢杆菌']","['恶霉灵', '甲基立枯磷', '生根剂', '恶霉灵', '甲霜灵']"
284-1,[],[],['碧护']
284-2,[],"['病毒病', '病毒病', '蓟马', '蚜虫', '刺吸式害虫', '缺水缺']","['宁南霉素', '盐酸吗啉胍', '氨基寡糖素']"
285-1,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾']"
285-3,['辣椒'],['疫病'],"['锰锌', '烯酰吗啉', '锰锌', '乙铝', '霜霉威盐酸盐', '氰霜唑', '氟吗啉', '锰锌', '磷酸二氢钾']"
286-1,[],['疫病'],"['烯酰吗啉', '霜霉威']"
286-2,[],['疫病危害'],['克露']
286-3,[],['疫病危害'],['克露']
287-1,[],[],['氨基酸二氢钾']
287-2,[],['用药不当'],['碧护']
287-3,[],[],['氨基酸二氢钾']
288-1,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
288-2,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '乙酸铜', '阿维菌素']"
288-3,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
289-1,[],['霜霉病'],"['霜霉威盐酸盐', '氰霜唑', '锰锌', '锰锌', '烯酰', '嘧菌酯', '霜霉威', '锰锌']"
289-2,[],['霜霉病危害'],['克露']
289-3,[],['霜霉病'],"['霜霉威盐酸盐', '氰霜唑', '锰锌', '锰锌', '烯酰', '嘧菌酯', '霜霉威', '锰锌']"
290-1,[],[],['微生物菌剂']
290-2,[],['枯草芽孢杆菌'],['甲霜恶霉灵']
290-3,[],[],['微生物菌剂']
291-1,[],"['畸形果', '氮肥过量', '缺硼']","['钾肥', '钙元素', '钾肥', '碧护', '速乐硼', '鳌合钙']"
291-2,[],"['蓟马', '白粉虱']","['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
291-3,[],"['畸形果', '氮肥过量', '缺硼']","['钾肥', '钙元素', '钾肥', '碧护', '速乐硼', '鳌合钙']"
292-1,[],[],"['腐植酸', '平衡型水溶肥']"
292-2,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
292-3,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
293-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
294-1,[],['疫病'],['烯酰吗啉']
294-2,[],['疫病'],"['普力克', '可杀得', '霜灵', '克露', '杀毒矾', '霜灵']"
294-3,[],['疫病'],"['普力克', '可杀得', '霜灵', '克露', '杀毒矾', '霜灵']"
295-1,[],"['缺硼', '缺钙']","['磷酸二氢钾', '氨基酸', '叶面肥']"
295-2,[],['缺硼'],"['钙元素', '碧护', '速乐硼', '鳌合钙']"
295-3,[],"['缺硼', '缺钙']","['磷酸二氢钾', '氨基酸', '叶面肥']"
296-1,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
296-2,[],"['炭疽病', '疫病', '枯草芽孢杆菌']","['苯醚甲环唑', '烯酰吗啉']"
296-3,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
297-1,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
297-2,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
297-3,[],"['缺素证', '枯草芽孢杆菌']",['氨基酸']
298-1,[],[],"['氨基寡糖素', '宁南霉素']"
298-2,[],['病毒病'],[]
298-3,[],[],"['氨基寡糖素', '宁南霉素']"
299-1,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
299-2,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
299-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
300-1,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
300-2,[],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
300-3,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
301-1,[],['高温灼伤'],['碧护']
301-2,[],[],"['氨基酸', '十芸苔素', '碧护']"
301-3,[],['高温灼伤'],['碧护']
302-1,[],['禾本科杂草'],"['氟吡甲禾灵', '烯草酮']"
302-2,[],[],"['精喹禾灵', '高效氯吡甲禾灵']"
302-3,[],['禾本科杂草'],"['氟吡甲禾灵', '烯草酮']"
303-1,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
303-2,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
303-3,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
304-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
304-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
304-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
305-1,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
305-2,[],"['脐腐病', '缺钙']",['螯合钙']
305-3,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
306-1,[],['根腐病'],"['恶霉灵', '喹啉铜', '有机肥']"
306-2,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
306-3,[],['根腐病'],"['恶霉灵', '喹啉铜', '有机肥']"
307-1,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
307-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
307-3,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
308-1,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
308-2,[],['疫病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
308-3,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
309-1,[],['病毒病'],"['宁南霉素', '氨基寡糖素']"
309-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
309-3,[],['病毒病'],"['宁南霉素', '氨基寡糖素']"
310-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
310-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
310-3,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
311-1,[],"['脐腐病', '缺钙', '缺硼']","['偏施氮肥', '螯合钙', '速乐硼', '碧护']"
311-2,['辣椒'],"['脐腐病', '缺钙', '生理性病害', '脐腐病']","['螯合钙', '氨基酸', '糖醇钙', '氨基酸叶面肥']"
311-3,[],"['脐腐病', '缺钙', '缺硼']","['偏施氮肥', '螯合钙', '速乐硼', '碧护']"
312-1,[],"['疫病危害', '白粉虱']","['克露', '联苯菊酯', '烯啶吡蚜酮']"
312-2,[],['疫病'],"['烯酰吗啉', '霜霉威']"
312-3,[],"['疫病危害', '白粉虱']","['克露', '联苯菊酯', '烯啶吡蚜酮']"
313-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
313-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
313-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
314-1,[],[],['无机铜制剂']
315-1,[],['缺钙'],['氮肥']
315-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
317-1,[],[],['碧护']
317-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
318-1,[],['煤污病'],[]
318-2,[],"['白粉虱', '白粉虱']","['螺虫乙酯', '吡蚜酮', '噻嗪酮', '吡虫啉', '噻嗪酮']"
319-1,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
319-2,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
320-1,[],['病毒病'],"['宁南霉素', '氨基寡糖素', '盐酸吗啉胍']"
320-2,[],['病毒病'],[]
321-1,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
321-2,['辣椒'],"['脐腐病', '缺钙', '生理性病害', '脐腐病']","['螯合钙', '氨基酸', '糖醇钙', '氨基酸叶面肥']"
322-1,[],['用药不当'],"['氨基酸', '十芸苔素', '碧护']"
322-2,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
323-1,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
323-2,[],['疫病危害'],['克露']
324-1,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
324-2,[],['病毒病'],"['宁南霉素', '氨基寡糖素', '盐酸吗啉胍']"
325-1,[],['脐腐病'],['合钙肥']
325-2,['辣椒'],"['脐腐病', '缺钙', '生理性病害', '脐腐病']","['螯合钙', '氨基酸', '糖醇钙', '氨基酸叶面肥']"
326-1,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '溴菌腈']"
327-1,[],['叶斑病'],"['戊唑醇', '嘧菌酯', '苯醚甲环唑']"
327-2,[],['叶斑病'],"['苯醚甲环唑', '戊唑醇', '氟硅唑', '吡唑醚菌酯']"
327-3,[],['叶斑病'],"['戊唑醇', '嘧菌酯', '苯醚甲环唑']"
328-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
328-2,[],[],"['细菌性', '喹啉铜', '多抗霉素', '琥胶肥酸铜', '春雷霉素', '生菌素']"
328-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
329-1,[],['肥害'],['碧护']
329-2,[],"['生理性病害', '枯草芽孢杆菌']","['磷酸二氢钾', '芸苔素', '碧护']"
329-3,[],['肥害'],['碧护']
330-1,[],"['氮肥过量', '缺硼']","['钾肥', '钙元素', '钾肥', '碧护', '速乐硼', '鳌合钙']"
330-2,[],['畸形果'],['高钾型水溶肥']
330-3,[],"['氮肥过量', '缺硼']","['钾肥', '钙元素', '钾肥', '碧护', '速乐硼', '鳌合钙']"
331-1,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
331-2,[],['疫病'],"['烯酰吗啉', '霜霉威']"
331-3,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
332-1,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
332-2,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
332-3,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
333-1,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
333-2,[],['霜霉病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
333-3,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
334-1,['辣椒'],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
334-2,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
334-3,['辣椒'],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
335-1,[],['炭疽病'],"['咪鲜胺', '异菌脲']"
335-2,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
336-1,[],"['茎基腐病', '枯草芽孢杆菌']","['王铜', '?甲霜灵', '?恶霉灵', '精甲霜灵', '咯菌腈', '?福美双']"
336-2,[],['茎基腐病'],[]
336-3,[],"['茎基腐病', '枯草芽孢杆菌']","['王铜', '?甲霜灵', '?恶霉灵', '精甲霜灵', '咯菌腈', '?福美双']"
337-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
337-2,[],['用药不当'],['碧护']
337-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
338-1,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
338-2,[],"['根系发育不良', '枯草芽孢杆菌']",[]
338-3,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
339-1,[],"['土壤盐渍化', '积累中毒']","['叶缘', '黄腐酸']"
339-2,[],['细菌性病害'],"['苯甲嘧菌酯', '生菌素', '磷酸二氢钾', '氨基酸', '叶面肥']"
339-3,[],"['土壤盐渍化', '积累中毒']","['叶缘', '黄腐酸']"
340-1,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
340-2,['番茄'],"['脐腐病', '；病害表现', '缺钙']","['氯化钙', '磷酸钙']"
340-3,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
341-1,[],['青枯病'],"['噻唑锌', '乙蒜素', '生菌素', '喹啉铜', '络氨铜']"
341-2,[],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
341-3,[],['青枯病'],"['噻唑锌', '乙蒜素', '生菌素', '喹啉铜', '络氨铜']"
342-1,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
342-2,[],['施药不当'],['碧护']
342-3,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
343-1,[],['病毒病'],"['宁南霉素', '盐酸吗啉胍', '氨基寡糖素']"
343-2,[],['病毒病'],"['宁南霉素', '氨基寡糖素']"
343-3,[],['病毒病'],"['宁南霉素', '盐酸吗啉胍', '氨基寡糖素']"
344-1,[],['细菌性疮痂'],"['生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
344-2,[],"['炭疽病', '土壤盐渍化', '积累中毒']","['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯', '叶缘', '黄腐酸']"
344-3,[],['细菌性疮痂'],"['生菌素', '氢氧化铜', '喹啉铜', '春雷王铜']"
345-1,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
345-2,[],[],['碧护']
345-3,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺']"
346-1,[],"['疫霉', '茎基腐病']","['氰霜唑', '锰锌', '湿性粉剂']"
346-2,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵']"
346-3,[],"['疫霉', '茎基腐病']","['氰霜唑', '锰锌', '湿性粉剂']"
347-1,[],['施药不当'],['碧护']
347-2,[],['枯草芽孢杆菌'],"['氨基酸', '磷酸二氢钾']"
347-3,[],['施药不当'],['碧护']
348-1,[],[],['碧护']
348-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
349-1,[],['施药不当'],['碧护']
349-3,[],['施药不当'],['碧护']
350-1,[],['施药不当'],['碧护']
350-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
350-3,[],['施药不当'],['碧护']
351-1,[],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
351-2,[],"['根腐病', '枯草芽孢杆菌']","['霜灵', '咯菌腈', '甲霜恶霉灵', '络氨铜', '硫酸铜钙']"
351-3,[],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈']"
352-1,[],['螨虫'],"['四螨嗪', '阿维哒螨灵', '螺螨酯', '联苯肼酯', '乙螨唑']"
352-2,[],['茶黄螨'],"['哒螨灵', '联苯肼酯']"
352-3,[],['螨虫'],"['四螨嗪', '阿维哒螨灵', '螺螨酯', '联苯肼酯', '乙螨唑']"
353-1,[],['青枯病'],"['氢氧化铜', '叶枯唑', '络氨铜', '生菌素', '噻菌铜', '噻唑锌', '王铜']"
353-2,[],['青枯病'],"['杀菌剂', '噻唑锌', '乙蒜素', '氯溴异氰尿酸']"
353-3,[],['青枯病'],"['氢氧化铜', '叶枯唑', '络氨铜', '生菌素', '噻菌铜', '噻唑锌', '王铜']"
354-1,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
354-2,[],[],['碧护']
354-3,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '克露', '霜疫清']"
355-1,[],['肥害'],['碧护']
355-2,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
355-3,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
356-1,[],['蓟马'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
356-2,[],['茶黄螨'],"['哒螨灵', '联苯肼酯']"
356-3,[],['蓟马'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
357-1,[],['施药不当'],['碧护']
357-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
357-3,[],['施药不当'],['碧护']
358-1,[],[],['调环酸钙']
358-3,[],[],['调环酸钙']
359-1,[],"['根腐病', '芽孢杆菌']",[]
359-2,[],['青枯病'],"['喹啉铜', '叶枯唑', '乙蒜素', '嘧霉胺', '王铜', '噻菌铜', '春雷霉素', '喹啉铜']"
359-3,[],"['根腐病', '芽孢杆菌']",[]
360-1,['辣椒'],"['根腐病', '芽孢杆菌']",[]
360-2,[],['青枯病'],"['喹啉铜', '叶枯唑', '乙蒜素', '嘧霉胺', '王铜', '噻菌铜', '春雷霉素', '喹啉铜']"
360-3,['辣椒'],"['根腐病', '芽孢杆菌']",[]
361-1,[],['脐腐病'],['螯合钙']
362-1,[],['炭疽病'],['咪鲜胺']
362-2,[],[],"['生物菌肥', '芸苔素内酯']"
363-1,[],['炭疽病'],"['咪鲜胺', '异菌脲']"
363-2,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
364-2,[],['用药不当'],['碧护']
364-3,[],[],['＋磷酸二氢钾']
365-1,[],"['病毒病', '炭疽病']",['苯甲溴菌腈']
365-2,[],"['病毒病', '钝化病毒病']","['氨基寡糖素', '盐酸吗啉胍', '宁南霉素', '松脂酸铜', '烯啶吡蚜酮']"
365-3,[],"['病毒病', '炭疽病']",['苯甲溴菌腈']
366-1,[],"['高温灼伤', '用药不当']","['生物菌肥', '氨基酸叶面肥']"
366-2,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
367-1,[],['缺硼'],"['速乐硼', '螯合钙']"
367-2,[],['疫病'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
368-1,[],['缺硼'],"['速乐硼', '螯合钙']"
368-2,['辣椒'],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
369-1,[],"['根腐病', '茎基腐病', '枯草芽孢杆菌']",['恶霉灵']
369-2,['辣椒'],['根腐病'],"['杀菌剂', '乙蒜素', '甲基硫菌灵', '溴菌腈', '碧护']"
370-1,[],"['气害', '；病害表现', '灼伤受害']","['碧护', '磷酸二氢钾', '芸苔素内酯']"
370-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
371-1,[],['炭疽病'],['咪鲜胺']
371-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
372-1,[],[],['调环酸钙']
372-2,[],"['氮肥过量', '磷钾肥不足']",['矮壮素']
373-1,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
373-2,[],"['根系发育不良', '枯草芽孢杆菌']",[]
374-1,[],"['缺钙', '脐腐病']","['速乐硼', '螯合钙', '磷酸二氢钾']"
375-1,[],['霜霉病'],"['啶氧菌酯', '霜脲氰', '代森联', '王铜', '甲霜灵', '烯酰', '嘧菌酯', '烯酰', '丙森锌']"
375-2,[],"['根系发育不良', '枯草芽孢杆菌']",[]
375-3,[],['霜霉病'],"['啶氧菌酯', '霜脲氰', '代森联', '王铜', '甲霜灵', '烯酰', '嘧菌酯', '烯酰', '丙森锌']"
376-1,[],"['缺素', '光合作用弱', '枯草芽孢杆菌']","['氨基酸', '水溶肥', '平衡型水溶肥', '甲霜恶霉灵', '磷酸二氢钾', '氨基酸', '叶面肥']"
376-2,[],['根系发育不良'],['碧护']
376-3,[],"['缺素', '光合作用弱', '枯草芽孢杆菌']","['氨基酸', '水溶肥', '平衡型水溶肥', '甲霜恶霉灵', '磷酸二氢钾', '氨基酸', '叶面肥']"
