id,text,n_crop,n_disease,n_medicine
1208-3,图片/n_new 来说/uls ，霜霉病/n_disease 可能性/n 大/d 可以/n_new 用/p 霜霉威盐酸盐/n_medicine ，加上/v 烯酰吗啉/n_medicine ,[],['霜霉病'],"['霜霉威盐酸盐', '烯酰吗啉']"
1209-1,炭疽病/n_disease ，选用/v 苯醚甲环唑/n_medicine 或/c 氟硅唑/n_medicine 或/d 戊唑醇/n_medicine 防治/v 。,[],['炭疽病'],"['苯醚甲环唑', '氟硅唑', '戊唑醇']"
1209-2,炭疽病/n_disease ；防治方法/n_new ：用/p 溴菌腈/n_medicine ，咪鲜胺/n_medicine ，氟环唑/n_medicine ，四氟醚唑/n_medicine ，啶氧菌酯/n_medicine ，苯/n 甲/n ·溴菌腈/n_medicine ，苯醚甲环唑/n_medicine ，醚菌酯/n_medicine ，苯/n 甲/n ·醚菌酯/n_medicine 防治/v ,[],['炭疽病'],"['溴菌腈', '咪鲜胺', '氟环唑', '四氟醚唑', '啶氧菌酯', '溴菌腈', '苯醚甲环唑', '醚菌酯', '醚菌酯']"
1209-3,炭疽病/n_disease ，选用/v 苯醚甲环唑/n_medicine 或/c 氟硅唑/n_medicine 或/d 戊唑醇/n_medicine 防治/v 。,[],['炭疽病'],"['苯醚甲环唑', '氟硅唑', '戊唑醇']"
1210-1,炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，咪鲜胺/n_medicine ，溴菌腈/n_medicine 等/udeng 防治/vn 。,[],['炭疽病'],"['苯醚甲环唑', '咪鲜胺', '溴菌腈']"
1210-2,炭疽病/n_disease 危害/vn   -  可以/n_new 使用/v 百菌清/n_medicine ，多抗霉素/n_medicine ，苯/n 甲/n ·福美双/n_medicine ，春雷/n ·多菌灵/n_medicine ，代森锰锌/n_medicine ，咪/ng 鲜/a ·多菌灵/n_medicine ，咪鲜胺锰盐/n_medicine ，戊/Mg 唑/x ·咪鲜胺/n_medicine ，嘧菌酯/n_medicine ，苯醚甲环唑/n_medicine 等/udeng 喷雾/n_new 防治/vn 。,[],['炭疽病'],"['百菌清', '多抗霉素', '福美双', '多菌灵', '代森锰锌', '多菌灵', '咪鲜胺锰盐', '咪鲜胺', '嘧菌酯', '苯醚甲环唑']"
1210-3,炭疽病/n_disease ，用/p 苯醚甲环唑/n_medicine ，咪鲜胺/n_medicine ，溴菌腈/n_medicine 等/udeng 防治/vn 。,[],['炭疽病'],"['苯醚甲环唑', '咪鲜胺', '溴菌腈']"
1211-1,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
1211-2,疫病/n_disease   -/n ，可以/n_new 使用/v 嘧菌酯/n_medicine ，烯酰吗啉/n_medicine ，烯酰/n_medicine ·福美双/n_medicine ，烯酰·锰锌/n_medicine ，甲霜/nr2 ·百菌清/n_medicine ，霜脲·锰锌/n_medicine 等/udeng 喷雾/n_new 防治/vn 。,[],['疫病'],"['嘧菌酯', '烯酰吗啉', '烯酰', '福美双', '锰锌', '百菌清', '锰锌']"
1211-3,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
1212-1,低温冻害/n_disease 引起/v 的/ude1 。注意/v 温度/n_new 管理/vn 。,[],['低温冻害'],[]
1212-2,如果/c 大面积/d 发生/v ，考虑/n_new 低温冻害/n_disease 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],['低温冻害'],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1212-3,如果/c 大面积/d 发生/v ，考虑/n_new 低温冻害/n_disease 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],['低温冻害'],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1213-1,灰霉病/n_disease 危害/vn   -：可以/n_new 使用/v 嘧霉胺/n_medicine ，异菌/n_new ·福美双/n_medicine ，乙/Mg 霉/n ·多菌灵/n_medicine ，腐霉利/n_medicine ，啶酰菌胺/n_medicine ，异菌脲/n_medicine ，等/udeng 喷雾/n_new 防治/vn 。,[],['灰霉病'],"['嘧霉胺', '福美双', '多菌灵', '腐霉利', '啶酰菌胺', '异菌脲']"
1213-2,您好/n_new ，灰霉病/n_disease 危害/v 用/v   50%/m   异菌脲/n_medicine   1000/m   倍/q 液/ng ，0·3%/m   丁子/nr 香/a 酚/n   600/m   至/p   800/m   倍/q 液/ng ，50%/m   多/a 霉/n 灵/a   1000/m   至/p   1500/m   倍/q 液/ng ，嘧霉胺/n_medicine ，嘧菌环胺/n_medicine ，乙霉威/n_medicine ，啶酰菌胺/n_medicine ，木霉菌/n_disease ，腐霉利/n_medicine 防治/vn 。注意/v 控温/n_new 控/v 湿/a 。,[],"['灰霉病', '木霉菌']","['异菌脲', '嘧霉胺', '嘧菌环胺', '乙霉威', '啶酰菌胺', '腐霉利']"
1213-3,灰霉病/n_disease 危害/vn   -：可以/n_new 使用/v 嘧霉胺/n_medicine ，异菌/n_new ·福美双/n_medicine ，乙/Mg 霉/n ·多菌灵/n_medicine ，腐霉利/n_medicine ，啶酰菌胺/n_medicine ，异菌脲/n_medicine ，等/udeng 喷雾/n_new 防治/vn 。,[],['灰霉病'],"['嘧霉胺', '福美双', '多菌灵', '腐霉利', '啶酰菌胺', '异菌脲']"
1214-1,考虑/n_new 为/p 温度/n_new 障碍/n 或/c 根系吸收障碍/n_disease ，叶面喷施/n_new 磷酸二氢钾/n_medicine   +/m   碧护/n_medicine 调节/n_new ，配合根基/n_new 冲施/n_new 腐/vg 殖/n 酸类/n_medicine 肥料/n   +/m   枯草芽孢杆菌/n_disease 养根/n_new 促根/n_new ，促进/v 根系吸收/n_new ,[],"['根系吸收障碍', '枯草芽孢杆菌']","['磷酸二氢钾', '碧护', '酸类']"
1214-2,温度/n_new 不适/a 或/c 根系发育不良/n_disease ：可以/n_new 用/p 氨基酸/n_medicine 加/v 多/ad 粘/v 芽孢杆菌/n_disease 灌根/n_new 促进根系发育/n_new ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 加/v 磷酸二氢钾/n_medicine 缓解/n_new 。,[],"['根系发育不良', '芽孢杆菌']","['氨基酸', '碧护', '芸苔素内酯', '磷酸二氢钾']"
1214-3,考虑/n_new 为/p 温度/n_new 障碍/n 或/c 根系吸收障碍/n_disease ，叶面喷施/n_new 磷酸二氢钾/n_medicine   +/m   碧护/n_medicine 调节/n_new ，配合根基/n_new 冲施/n_new 腐/vg 殖/n 酸类/n_medicine 肥料/n   +/m   枯草芽孢杆菌/n_disease 养根/n_new 促根/n_new ，促进/v 根系吸收/n_new ,[],"['根系吸收障碍', '枯草芽孢杆菌']","['磷酸二氢钾', '碧护', '酸类']"
1215-1,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
1215-2,考虑/n_new 为/p 疫病危害/n_disease 症状/n ，用/v 普力克/n_medicine   2000/m   倍/q 或/c 银法利/nrf   2000/m -3000/m   倍/q 、克露/n_medicine   1500/m   倍/q   +/m   叶面肥/n_medicine 喷雾/n_new 治疗/vn ,[],['疫病危害'],"['普力克', '克露', '叶面肥']"
1215-3,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
1216-1,缺硼/n_disease 钙元素/n_medicine 导致/v ，叶面/n 用/v 碧护/n_medicine   +/m   速乐硼/n_medicine   +/m   鳌合钙/n_medicine 喷施/n_new 调节/n_new ,[],['缺硼'],"['钙元素', '碧护', '速乐硼', '鳌合钙']"
1217-1,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
1217-2,炭疽病/n_disease 危害/vn   -  可以/n_new 使用/v 百菌清/n_medicine ，多抗霉素/n_medicine ，苯/n 甲/n ·福美双/n_medicine ，春雷/n ·多菌灵/n_medicine ，代森锰锌/n_medicine ，咪/ng 鲜/a ·多菌灵/n_medicine ，咪鲜胺锰盐/n_medicine ，戊/Mg 唑/x ·咪鲜胺/n_medicine ，嘧菌酯/n_medicine ，苯醚甲环唑/n_medicine 等/udeng 喷雾/n_new 防治/vn 。,[],['炭疽病'],"['百菌清', '多抗霉素', '福美双', '多菌灵', '代森锰锌', '多菌灵', '咪鲜胺锰盐', '咪鲜胺', '嘧菌酯', '苯醚甲环唑']"
1218-1,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。建议选用/n_new 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new ，或/c 氨基酸/n_medicine 水溶肥/n_medicine   +/m   芸苔素内酯/n_medicine 喷施/n_new 缓解/n_new 为/v 宜/ag 。,[],['施药不当'],"['碧护', '氨基酸', '水溶肥', '芸苔素内酯']"
1218-2,疑似/n_new 用药不当/n_disease 造成/v 的/ude1 副作用/n ，使用/v 氨基酸/n_medicine 或/c 海藻酸/n_medicine 叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 内/f 酯/ng 喷雾/n_new 处理/vn 。,[],['用药不当'],"['氨基酸', '海藻酸', '叶面肥']"
1219-1,炭疽病/n_disease 用/p 苯醚甲环唑/n_medicine ，吡唑醚菌酯/n_medicine ，咪鲜胺/n_medicine 戊唑醇/n_medicine 防治/v ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '咪鲜胺', '戊唑醇']"
1219-2,像/p 炭疽病/n_disease 危害/vn ，可以/n_new 用/p 三/m 唑/x 类/n 杀菌剂/n_medicine 。比如/v 苯醚甲环唑/n_medicine ，戊唑醇/n_medicine ，氟硅唑/n_medicine ，吡唑醚菌酯/n_medicine 防治/v ,[],['炭疽病'],"['杀菌剂', '苯醚甲环唑', '戊唑醇', '氟硅唑', '吡唑醚菌酯']"
1220-1,霜霉病/n_disease 和/cc 炭疽病/n_disease ，可以/n_new 用/v ,[],"['霜霉病', '炭疽病']",[]
1220-2,注意/v 炭疽病/n_disease 侵染/n_new ，用/p 阿砣/n_medicine ，苯醚甲环唑/n_medicine ，咪鲜胺锰盐/n_medicine ，腐霉利/n_medicine ，氟硅唑/n_medicine ，啶氧菌酯/n_medicine ，苯甲溴菌腈/n_medicine ，吡唑嘧菌酯/n_medicine 等/udeng 药剂/n 交替使用/n_new 喷雾/n_new 防治/vn 。,[],['炭疽病'],"['阿砣', '苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '苯甲溴菌腈', '吡唑嘧菌酯']"
1221-1,营养/n 土/n 一般/n_new 采用/v 优质/b 腐/vg 熟/a 有机肥/n_medicine 与/cc 肥沃/a 耕作/vn 土/n 按/p   3/m ∶7/m   的/ude1 比例/n 配制/v ，化学肥料/nl 用量/n 不能/v 超过/v   0·4%/m 。,[],[],['有机肥']
1222-1,高/a 氮/n 缺硼/n_disease ，缺钙/n_disease 引起/v ，严重/ad 缺硼/n_disease 造成/v 的/ude1 。建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
1222-2,低温寡照/n_new ，肥水/n 不/d 均衡/a ，养分/n 供应不足/n_disease ，光合作用/n 差/a ，根系活力/n_new 差/a 等/udeng 因素/n_new 引起/v 的/ude1 辣椒/n_crop 发黄/v 发/v 白/a 。注意/v 增加/v 保温措施/n_new ，均衡/ad 施肥/vi ，叶面喷施/n_new 磷酸二氢钾/n_medicine 加/b 氨基酸/n_medicine 钙/n 叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 调理/v ,['辣椒'],['供应不足'],"['磷酸二氢钾', '氨基酸', '叶面肥']"
1222-3,高/a 氮/n 缺硼/n_disease ，缺钙/n_disease 引起/v ，严重/ad 缺硼/n_disease 造成/v 的/ude1 。建议/n 注意/v 均匀/ad 浇水/vi ，防止/v 干旱/a 诱/vg 发生/v 理性/n 缺硼/n_disease ，选用/v 糖/n 醇/ag 硼/n 、速乐硼/n_medicine 等/udeng 喷施/n_new 缓解/n_new 。同时/c 注意/v 平衡/a 用/p 肥/n ，控氮/n_new ，提前/vd 补充/v 速乐硼/n_medicine ，糖醇钙/n_medicine 喷雾/n_new 。,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
1223-1,疫病/n_disease 用/v 烯酰吗啉/n_medicine ，霜霉威/n_medicine ，抑/vg 快/a 净/a 防治/vn ,[],['疫病'],"['烯酰吗啉', '霜霉威']"
1223-2,疫病/n_disease   -/n   可以/n_new 使用/v 银法利/nrf ，抑霉唑/n_medicine ，曾威/nr 赢/v 绿/an ，烯酰吗啉/n_medicine ，霜脲锰锌/n_medicine 等/udeng 防治/vn 。,[],['疫病'],"['抑霉唑', '烯酰吗啉', '霜脲锰锌']"
1224-1,炭疽病/n_disease ；防治方法/n_new ：用/p 溴菌腈/n_medicine ，咪鲜胺/n_medicine ，氟环唑/n_medicine ，四氟醚唑/n_medicine ，啶氧菌酯/n_medicine ，苯/n 甲/n ·溴菌腈/n_medicine ，苯醚甲环唑/n_medicine ，醚菌酯/n_medicine ，苯/n 甲/n ·醚菌酯/n_medicine 防治/v ,[],['炭疽病'],"['溴菌腈', '咪鲜胺', '氟环唑', '四氟醚唑', '啶氧菌酯', '溴菌腈', '苯醚甲环唑', '醚菌酯', '醚菌酯']"
1224-2,炭疽病/n_disease 危害/vn   -：可以/n_new 使用/v 苯醚甲环唑/n_medicine 咪鲜胺/n_medicine ，啶氧菌酯/n_medicine ，醚菌酯/n_medicine ，四氟醚唑/n_medicine 等/udeng 防治/vn 。,[],['炭疽病'],"['苯醚甲环唑', '咪鲜胺', '啶氧菌酯', '醚菌酯', '四氟醚唑']"
1224-3,炭疽病/n_disease ；防治方法/n_new ：用/p 溴菌腈/n_medicine ，咪鲜胺/n_medicine ，氟环唑/n_medicine ，四氟醚唑/n_medicine ，啶氧菌酯/n_medicine ，苯/n 甲/n ·溴菌腈/n_medicine ，苯醚甲环唑/n_medicine ，醚菌酯/n_medicine ，苯/n 甲/n ·醚菌酯/n_medicine 防治/v ,[],['炭疽病'],"['溴菌腈', '咪鲜胺', '氟环唑', '四氟醚唑', '啶氧菌酯', '溴菌腈', '苯醚甲环唑', '醚菌酯', '醚菌酯']"
1225-2,单独/d 使用/v 控/v 不/d 了/y ，建议/v 这个/rz 唑/x 类/n 杀菌剂/n_medicine 一起/d 使用/v ,[],[],['杀菌剂']
1226-1,疑似/n_new 螨类/n_disease 危害/vn ，使用/v 阿维哒螨灵/n_medicine 或/c 阿维菌素/n_medicine 或/c 螺螨酯/n_medicine 喷雾/n_new 防治/vn 。,[],['螨类'],"['阿维哒螨灵', '阿维菌素', '螺螨酯']"
1226-2,如果/c 大面积/d 发生/v ，考虑/n_new 低温冻害/n_disease 或/c 药害/n_new 导致/v 症状/n 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],['低温冻害'],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1226-3,疑似/n_new 螨类/n_disease 危害/vn ，使用/v 阿维哒螨灵/n_medicine 或/c 阿维菌素/n_medicine 或/c 螺螨酯/n_medicine 喷雾/n_new 防治/vn 。,[],['螨类'],"['阿维哒螨灵', '阿维菌素', '螺螨酯']"
1227-1,螨虫/n_disease 危害/vn ，可以/n_new 种/q 联苯菊酯/n_medicine ，哒螨灵/n_medicine ，,[],['螨虫'],"['联苯菊酯', '哒螨灵']"
1227-2,螨虫/n_disease 危害/vn ，可以/n_new 阿维菌素/n_medicine ，螺螨酯/n_medicine 防治/v ,[],['螨虫'],"['阿维菌素', '螺螨酯']"
1227-3,瘿螨/n_disease 危害/vn ，可用/v 联苯菊酯/n_medicine 、炔螨特/n_medicine 、噻螨酮/n_medicine 、丁/nr1 氟/n 螨/n 酯/ng 、阿维/nrf ·螺螨酯/n_medicine 、哒螨灵/n_medicine 、三唑锡/n_medicine 、四螨嗪/n_medicine 防治/vn ,[],['瘿螨'],"['联苯菊酯', '炔螨特', '噻螨酮', '螺螨酯', '哒螨灵', '三唑锡', '四螨嗪']"
1228-1,病毒/n   或者/c   药害/n_new   最后/f 图/n 是/vshi 疫病/n_disease ,[],['疫病'],[]
1228-2,灰霉病/n_disease 严重/a 了/y ，应该/n_new 降低湿度/n_new 。可以/n_new 用/v 异菌脲/n_medicine ，或者/c 嘧霉胺/n_medicine 。,[],['灰霉病'],"['异菌脲', '嘧霉胺']"
1229-1,青苔/n ，土壤/n 酸/n 化/k 的/ude1 表现/vn ，増/n 施/nr1 有机肥/n_medicine 和/cc 生物菌肥/n_medicine ，同时/c 补充/v 铁锌/n_new 硼/n 微量元素/nl 肥料/n 调理/v 土壤/n 。可/v 用/v 乙蒜素/n_medicine ，氯溴异氰尿酸/n_medicine ，噻菌铜/n_medicine ，松脂酸铜/n_medicine 等/udeng 药/n 防治/vn 。,[],[],"['有机肥', '生物菌肥', '乙蒜素', '氯溴异氰尿酸', '噻菌铜', '松脂酸铜']"
1229-3,青苔/n ，土壤/n 酸/n 化/k 的/ude1 表现/vn ，増/n 施/nr1 有机肥/n_medicine 和/cc 生物菌肥/n_medicine ，同时/c 补充/v 铁锌/n_new 硼/n 微量元素/nl 肥料/n 调理/v 土壤/n 。可/v 用/v 乙蒜素/n_medicine ，氯溴异氰尿酸/n_medicine ，噻菌铜/n_medicine ，松脂酸铜/n_medicine 等/udeng 药/n 防治/vn 。,[],[],"['有机肥', '生物菌肥', '乙蒜素', '氯溴异氰尿酸', '噻菌铜', '松脂酸铜']"
1230-1,畸形果/n_disease ，授粉/vi 不良/a ，肥水/n 不均/a ，氮肥/n_medicine 过大/n_new 磷钾肥不足/n_disease 开花/vi 坐果/n_new 时/ng 缺硼/n_disease 钙元素/n_medicine 导致/v ，建议/v 控氮/n_new 增施磷钾肥/n_new ，花/v 前/f 喷施/n_new 碧护/n_medicine 加/v 鳌合钙/n_medicine 加速/vd 乐/v 硼/n 调节/n_new 。,[],"['畸形果', '磷钾肥不足', '缺硼']","['氮肥', '钙元素', '碧护', '鳌合钙']"
1230-2,着色不良/n_disease ，为/p 水肥/n 失调/vi ，氮肥过量/n_disease ，磷钾肥不足/n_disease 导致/v ，建议/v 合理/a 水肥/n ，避免大水漫灌/n_new ，控制氮肥/n_medicine 过量/vd 使用/v ，叶面喷施/n_new 磷酸二氢钾/n_medicine   +/m   速乐硼/n_medicine   +/m   氨基酸/n_medicine 钙/n 调节/n_new ,[],"['着色不良', '氮肥过量', '磷钾肥不足']","['控制氮肥', '磷酸二氢钾', '速乐硼', '氨基酸']"
1230-3,畸形果/n_disease ，授粉/vi 不良/a ，肥水/n 不均/a ，氮肥/n_medicine 过大/n_new 磷钾肥不足/n_disease 开花/vi 坐果/n_new 时/ng 缺硼/n_disease 钙元素/n_medicine 导致/v ，建议/v 控氮/n_new 增施磷钾肥/n_new ，花/v 前/f 喷施/n_new 碧护/n_medicine 加/v 鳌合钙/n_medicine 加速/vd 乐/v 硼/n 调节/n_new 。,[],"['畸形果', '磷钾肥不足', '缺硼']","['氮肥', '钙元素', '碧护', '鳌合钙']"
1231-1,您好/n_new ，缺硼/n_disease 缺钙/n_disease 引起/v 的/ude1 用/p 氨基酸/n_medicine 加/v 多/ad 聚/v 硼/n 加螯/n_new 合/v 钙/n 喷雾/n_new 。,[],"['缺硼', '缺钙']",['氨基酸']
1231-2,缺硼/n_disease 钙元素/n_medicine 导致/v 生理性/n_new 症状/n ，叶面/n 用/v 碧护/n_medicine   +/m   速乐硼/n_medicine   +/m   鳌合钙/n_medicine 喷施/n_new 调节/n_new ,[],['缺硼'],"['钙元素', '碧护', '速乐硼', '鳌合钙']"
1231-3,您好/n_new ，缺硼/n_disease 缺钙/n_disease 引起/v 的/ude1 用/p 氨基酸/n_medicine 加/v 多/ad 聚/v 硼/n 加螯/n_new 合/v 钙/n 喷雾/n_new 。,[],"['缺硼', '缺钙']",['氨基酸']
1232-1,蚜虫/n_disease 危害/v 可以/n_new 使用/v 高效氯氰菊酯/n_medicine ，烯/x 啶/x ·吡蚜酮/n_medicine ，烯/x 啶/x ·噻/n 虫啉/n_medicine ，苦参碱/n_medicine ，氟啶虫/n_disease 酰胺/n_medicine 等/udeng 防治/vn ,[],"['蚜虫', '氟啶虫']","['高效氯氰菊酯', '吡蚜酮', '虫啉', '苦参碱', '酰胺']"
1232-2,蚜虫/n_disease 危害/vn ，可/c 选用/v   50%/m   氟啶虫/n_disease 胺/n 腈/n 水分/n 散剂/n   10000/m   倍/q 液/ng 、75%/m   螺/ng 虫/n ·吡蚜酮/n_medicine 水分/n 散剂/n   4000/m   倍/q 液/ng 等/udeng 喷施防治/n_new 。,[],"['蚜虫', '氟啶虫']",['吡蚜酮']
1232-3,蚜虫/n_disease 危害/v 可以/n_new 使用/v 高效氯氰菊酯/n_medicine ，烯/x 啶/x ·吡蚜酮/n_medicine ，烯/x 啶/x ·噻/n 虫啉/n_medicine ，苦参碱/n_medicine ，氟啶虫/n_disease 酰胺/n_medicine 等/udeng 防治/vn ,[],"['蚜虫', '氟啶虫']","['高效氯氰菊酯', '吡蚜酮', '虫啉', '苦参碱', '酰胺']"
1233-1,你好/n_new ，注意/v 炭疽病/n_disease ，可用/v ，42·8%/m   氟菌/n_disease 肟菌酯/n_medicine   1500/m   倍/q 液/ng 10%/m   苯醚甲环唑/n_medicine   1500/m   倍/q 液/ng 25%/m   吡唑醚菌酯/n_medicine   1500/m   倍/q 液/ng 75%/m   肟菌戊唑醇/n_medicine   4000/m /6000/m   倍/q 液/ng 45%/m   咪鲜胺/n_medicine   750/m /1000/m   倍/q 液/ng 22·5%/m   啶氧菌酯/n_medicine ，也/d 可以/n_new 用/v 咪鲜胺/n_medicine 丙森锌/n_medicine ，咪鲜胺/n_medicine 异菌脲/n_medicine ，吡唑醚菌酯/n_medicine 。结合/v 二/m 氢/n 钾/n 或者/c 氨基酸叶面肥/n_medicine 交替用药/n_new ,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺', '啶氧菌酯', '咪鲜胺', '丙森锌', '咪鲜胺', '异菌脲', '吡唑醚菌酯', '氨基酸叶面肥']"
1233-2,炭疽病/n_disease 危害/vn 。防治方法/n_new ：可以/n_new 使用/v 苯醚甲环唑/n_medicine 咪鲜胺/n_medicine ，啶氧菌酯/n_medicine ，醚菌酯/n_medicine ，四氟醚唑/n_medicine 等/udeng 防治/vn 。,[],['炭疽病'],"['苯醚甲环唑', '咪鲜胺', '啶氧菌酯', '醚菌酯', '四氟醚唑']"
1233-3,你好/n_new ，注意/v 炭疽病/n_disease ，可用/v ，42·8%/m   氟菌/n_disease 肟菌酯/n_medicine   1500/m   倍/q 液/ng 10%/m   苯醚甲环唑/n_medicine   1500/m   倍/q 液/ng 25%/m   吡唑醚菌酯/n_medicine   1500/m   倍/q 液/ng 75%/m   肟菌戊唑醇/n_medicine   4000/m /6000/m   倍/q 液/ng 45%/m   咪鲜胺/n_medicine   750/m /1000/m   倍/q 液/ng 22·5%/m   啶氧菌酯/n_medicine ，也/d 可以/n_new 用/v 咪鲜胺/n_medicine 丙森锌/n_medicine ，咪鲜胺/n_medicine 异菌脲/n_medicine ，吡唑醚菌酯/n_medicine 。结合/v 二/m 氢/n 钾/n 或者/c 氨基酸叶面肥/n_medicine 交替用药/n_new ,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺', '啶氧菌酯', '咪鲜胺', '丙森锌', '咪鲜胺', '异菌脲', '吡唑醚菌酯', '氨基酸叶面肥']"
1234-1,病毒病/n_disease ，首先/n_new 要/v 防治/vn 蚜虫/n_disease 、白粉虱/n_disease 、蓟马/n_disease 、螨虫/n_disease ，可/c 减少/v 病毒病/n_disease 发生/v 。可以选用/n_new 盐酸/n_medicine 吗/y 啉/x 呱/n ，宁南霉素/n_medicine 、吗/y 呱/n 乙酸铜/n_medicine 、香/n 茹/nr1 多糖/n_new 加功夫/n_new ，阿维菌素/n_medicine ，喷雾/n_new 防治/vn ，间隔/n   5/m -/n 7/m   天/qt 再/d 喷/v 一/m 次/qv ，,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '乙酸铜', '阿维菌素']"
1234-2,病毒病/n_disease 危害/v 可以/n_new 使用/v 香菇/n 多糖/n_new 或/c 氨基/n 寡/ag 糖/n 喷雾/n_new 防治/vn ,[],['病毒病'],[]
1234-3,病毒病/n_disease ，首先/n_new 要/v 防治/vn 蚜虫/n_disease 、白粉虱/n_disease 、蓟马/n_disease 、螨虫/n_disease ，可/c 减少/v 病毒病/n_disease 发生/v 。可以选用/n_new 盐酸/n_medicine 吗/y 啉/x 呱，宁南霉素/n_medicine 、吗/y 呱乙酸铜/n_medicine 、香/n 茹/nr1 多糖/n_new 加功夫/n_new ，阿维菌素/n_medicine ，喷雾/n_new 防治/vn ，间隔/n   5/m -7/m   天/qt 再/d 喷/v 一/m 次/qv ，,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '呱乙酸铜', '阿维菌素']"
1235-1,如果/c 大面积/d 发生/v ，考虑/n_new 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1235-2,注意/v 药害/n_new ；防治方法/n_new ：可/v 用/v 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 加/v 氨基酸/n_medicine 或/c 稀土/n_new 喷雾/n_new ,[],[],"['碧护', '芸苔素内酯', '氨基酸']"
1235-3,如果/c 大面积/d 发生/v ，考虑/n_new 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine   +/m   磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
1236-1,施肥/vi 不当造成/n_new 的/ude1 肥害/n_disease 或/c 施药不当/n_disease 造成/v 的/ude1 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。可/v 选用/v 碧护/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。,[],"['肥害', '施药不当']",['碧护']
1236-2,药害/n_new 建议/n 叶面喷施/n_new 碧护/n_medicine 加/b 磷酸二氢钾/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾']"
